gene,product,location
hisH,Imidazole glycerol phosphate synthase subunit HisH,[2564104:2564722](-)
hisB,Imidazoleglycerol-phosphate dehydratase,[2564718:2565306](-)
N/A,hypothetical protein,[2565403:2565880](+)
fumC,Fumarate hydratase,[2565946:2567329](+)
N/A,hypothetical protein,[2567369:2567717](+)
N/A,UPF0314 protein,[2567713:2568343](-)
N/A,Guanylate kinase,[2568473:2569007](+)
N/A,"NADH dehydrogenase (ubiquinone) complex I, assembly factor",[2569185:2570283](-)
umpA,Prolipoprotein diacylglyceryl transferase,[2570239:2571142](-)
N/A,hypothetical protein,[2571309:2572020](+)
N/A,hypothetical protein,[2572212:2572317](-)
N/A,50S ribosomal protein L9,[2572366:2572963](-)
N/A,30S ribosomal protein S18,[2572976:2573201](-)
N/A,30S ribosomal protein S6,[2573214:2573646](-)
N/A,Blue light- and temperature-regulated antirepressor BluF,[2573822:2574224](-)
N/A,hypothetical protein,[2574362:2574725](-)
N/A,Macrolide export ATP-binding/permease protein MacB,[2574848:2576054](-)
N/A,Lipoprotein-releasing system ATP-binding protein LolD,[2576166:2576865](-)
N/A,Macrolide export protein MacA,[2576869:2578300](-)
N/A,Cation efflux system protein CusC,[2578289:2579762](-)
fabD,[Acyl-carrier-protein] S-malonyltransferase,[2579906:2580845](+)
N/A,3-oxoacyl-[acyl-carrier-protein] reductase,[2580865:2581606](+)
N/A,Acyl carrier protein,[2581803:2582037](+)
fabF,Beta-ketoacyl-[acyl-carrier-protein] synthase II,[2582216:2583476](+)
N/A,UPF0755 protein,[2583487:2584459](+)
N/A,hypothetical protein,[2584770:2585190](-)
N/A,Putative peroxiredoxin in rpoN2 3'region,[2585292:2585832](+)
N/A,hypothetical protein,[2585872:2586364](+)
N/A,uncharacterized protein,[2586343:2586745](-)
hemB,Porphobilinogen synthase,[2586801:2587797](+)
N/A,Carnitine operon protein CaiE,[2587801:2588389](+)
N/A,hypothetical protein,[2588486:2588999](-)
N/A,2-dehydro-3-deoxy-phosphogluconate aldolase,[2589039:2589657](-)
N/A,Glucokinase,[2589656:2590622](-)
N/A,Phosphogluconate dehydratase,[2590733:2592560](-)
g6pD,Glucose-6-phosphate dehydrogenase (NADP(+)),[2592552:2594007](-)
aruH,Arginine--pyruvate transaminase,[2594521:2595664](-)
N/A,hypothetical protein,[2595720:2595984](+)
pglS,6-phosphogluconolactonase,[2595990:2596680](-)
N/A,uncharacterized protein,[2596685:2597159](-)
galE,UDP-glucose 4-epimerase,[2597155:2598160](-)
fadJ,3-hydroxyacyl-CoA dehydrogenase,[2598501:2600679](-)
N/A,Acetyl-CoA C-acetyltransferase,[2600818:2602027](-)
N/A,hypothetical protein,[2602201:2603863](+)
mocA,Molybdenum cofactor cytidylyltransferase,[2603867:2604449](-)
gch1,GTP cyclohydrolase I,[2604642:2605251](+)
N/A,3-oxoacyl-[acyl-carrier-protein] reductase,[2605247:2606084](+)
N/A,Enoyl-CoA hydratase,[2606145:2606922](+)
N/A,Carbonate dehydratase,[2607418:2607802](-)
N/A,hypothetical protein,[2607947:2608808](-)
N/A,ATPase WRNIP1,[2608826:2610143](-)
mgtA,Sulfoquinovosyl transferase SQD2,[2610170:2611427](-)
N/A,hypothetical protein,[2611467:2611686](+)
N/A,uncharacterized protein,[2611730:2612381](+)
vacB,Exoribonuclease,[2612448:2614788](+)
N/A,hypothetical protein,[2614862:2615318](-)
dlaT,Dihydrolipoyllysine-residue acetyltransferase,[2615525:2616806](+)
N/A,putative acyl-CoA thioester hydrolase,[2616805:2617222](+)
pdhD,Dihydrolipoyl dehydrogenase,[2617224:2618622](+)
N/A,Undecaprenyl-diphosphate phosphatase,[2618599:2619244](+)
N/A,hypothetical protein,[2619205:2620693](-)
N/A,hypothetical protein,[2620862:2621402](+)
N/A,hypothetical protein,[2621335:2621476](-)
N/A,hypothetical protein,[2621639:2622587](-)
N/A,Endoribonuclease YbeY,[2622595:2623108](-)
N/A,PhoH-like protein,[2623122:2624127](-)
miaB,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,[2624249:2625599](-)
N/A,1-acylglycerol-3-phosphate O-acyltransferase,[2625608:2626214](-)
N/A,Ferric uptake regulation protein,[2626371:2626875](-)
N/A,Transcriptional regulatory protein MucR,[2626914:2627337](-)
rimI,Ribosomal-protein-alanine N-acetyltransferase,[2627449:2627929](-)
N/A,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,[2627925:2628546](-)
N/A,"NifU-like protein 4, mitochondrial",[2628636:2629209](-)
N/A,hypothetical protein,[2629321:2629792](+)
N/A,RNA helicase,[2630067:2631444](+)
N/A,putative zinc protease PqqL,[2631622:2634520](+)
N/A,hypothetical protein,[2635304:2635484](+)
N/A,hypothetical protein,[2635487:2635736](+)
N/A,hypothetical protein,[2635732:2636092](+)
N/A,hypothetical protein,[2636088:2636295](+)
N/A,hypothetical protein,[2636447:2636975](-)
N/A,hypothetical protein,[2636971:2637157](-)
N/A,Lysozyme,[2637159:2637606](-)
N/A,hypothetical protein,[2637592:2637808](-)
N/A,hypothetical protein,[2637804:2637942](-)
N/A,hypothetical protein,[2637941:2639669](-)
N/A,hypothetical protein,[2639671:2640298](-)
N/A,hypothetical protein,[2640736:2640829](+)
N/A,hypothetical protein,[2641439:2644031](-)
N/A,hypothetical protein,[2644030:2644792](-)
N/A,hypothetical protein,[2644791:2645460](-)
N/A,hypothetical protein,[2645459:2645849](-)
N/A,hypothetical protein,[2645830:2646043](-)
N/A,hypothetical protein,[2646039:2646438](-)
N/A,hypothetical protein,[2646437:2647841](-)
N/A,hypothetical protein,[2647834:2648488](-)
N/A,hypothetical protein,[2648497:2648827](-)
N/A,hypothetical protein,[2648816:2648981](-)
N/A,Major capsid protein,[2649033:2649984](-)
N/A,hypothetical protein,[2650040:2651033](-)
N/A,hypothetical protein,[2651046:2651370](-)
N/A,hypothetical protein,[2651366:2653400](-)
N/A,uncharacterized protein,[2653399:2654695](-)
N/A,hypothetical protein,[2654691:2654997](-)
N/A,hypothetical protein,[2655266:2655515](-)
N/A,hypothetical protein,[2655608:2655968](-)
N/A,hypothetical protein,[2655964:2656150](-)
N/A,hypothetical protein,[2656321:2656534](-)
N/A,hypothetical protein,[2656699:2657047](-)
N/A,hypothetical protein,[2657345:2659250](-)
N/A,hypothetical protein,[2659343:2659505](-)
N/A,hypothetical protein,[2659629:2660307](+)
N/A,hypothetical protein,[2660303:2660684](+)
N/A,hypothetical protein,[2660689:2661172](+)
N/A,hypothetical protein,[2661229:2662240](+)
N/A,uncharacterized protein,[2662229:2663816](+)
N/A,hypothetical protein,[2663806:2663992](+)
N/A,hypothetical protein,[2663988:2664345](-)
N/A,hypothetical protein,[2664341:2664560](-)
N/A,hypothetical protein,[2664556:2664889](-)
N/A,hypothetical protein,[2664885:2665365](-)
N/A,hypothetical protein,[2665369:2665570](-)
N/A,hypothetical protein,[2666034:2666550](+)
N/A,hypothetical protein,[2666902:2667145](+)
N/A,hypothetical protein,[2667212:2667578](+)
N/A,hypothetical protein,[2667574:2667805](+)
N/A,hypothetical protein,[2667801:2668110](+)
N/A,hypothetical protein,[2668106:2668406](+)
N/A,hypothetical protein,[2668405:2668744](+)
N/A,hypothetical protein,[2668724:2668826](+)
N/A,hypothetical protein,[2668822:2669161](+)
